Unnamed: 0,Comment
4344,a quoi ca sert tout ca
4345,juste faire genre monde fige occupe scientifique pffff
4347,nulle
4348,pardon nest genre type donne limpression detre a hauteur prouesses technologiques quest quil a detre si labile suffisamment verbal
4349,reviens charles ingalls
4351,quel tristesse
4352,gens parlent plus smart phones ca pire gadgets parler mains !
4353,train robotiser uh ca craint ! rabelais raison
4354,vive nokia !
4355,bonjour comment faire jouer a call of duty mobile sans ecran
4356,homo sapien sapien futur naura cerveau
4357,progres ? quelle blague !!! longtemps tellement gave tout ca quun petit nokia fera laffaire largement !!!
4358,jai plus batterie mains peux plus tel
4359,quest quon vivait bien avant smartphones malheureusement trop tard arreter cette machine diable
4360,parfait
4361,va tous faire surveiller uns autres filmee monde sans savoir travailler indirectement dirigeants fait bien peur telephone surveillance
4362,afrique attend quoi cree quelque chose ????
4364,si voulons perdre quon a connu a longtemps finalement cest maintenant quil faut battre contre toute gadgets inutiles juste la rentre encore plus demeures
4365,ok pars devant arrive !
4366,va etre filmer tout monde permanence jolie futur
4367,telefone san porno peu pa marcher mdr
4368,jesus arrive bientot
4369,a bon !!! filmer tout monde a insu !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! super !!!!!!!!!!!!!!!!!!!!!!!!!!!!
4370,inventions inutiles vive smartphone
4371,seul truc nouveau cest monde entier filme plusieur angle vue seul projet
4372,adieu vie privee adieu discretion
4373,antechrist genies virus informatique artificiel danger sante humanite
4374,nai termine video rien qua lecouter jai deja migraine
4375,tant folie pourquoi tchuippss???
4376,beaucoup gens vont faire ecraser rue vont meme plus regarder devant avant traverser
4377,ca rappelle reve jai fait a ans paraissait reel non seulement decran plus images personne appelait apparaissaient devant yeux sans avoir besoin mettre main
4378,pauvre monde !
4379,decidement narreterons surprendre
4380,flop ! celui celle veut matter boulard trankil ?
4381,cest vraiment nimporte quoi
4382,marque bete apocalypse chapitre vraiment a fin temps
4383,a besoin plus progres domaine medical importe
4384,were under siege
4385,nest tres pratique devoir mettre main devant non ca parait fatiguant a lusage
4386,si cest faire arracher non merci
4387,cest spectaculaire tellement cest spectaculaire
4388,dirait version dapocalypse dalterhis
4389,vais rester telephone quils arretent leurs co
4390,decadence lespece humaine somme
4391,evolution va secraser tout seul force trop !! cest gens veulent manipule connais meme vies !! pense connaitre grace a commentaires internet mdr commentaires mytho faire beau etc
4392,jai ans nee technologie trouve ca completement ridicule telephone sans ecran pfff r i i u e
4393,more cancer
4394,smartphones sans ecrans tout ca minerais congo kinshasa seigneur viennent aide
4395,savais jaurais deposer
4396,beaucoup superflu plus
4397,non merci rester usa
4399,si reseaux sociaux pouvaient aussi disparaitre ca top
4400,youtube reseau social
4401,joue mdrrr
4402,monde va vers pire
4403,esperant gens asser stupides acheter genre produit totalement inutiles
4405,terribles lecran main jour ou holographique oui
4406,ca narrivera pas
4407,mdr pub gratuite produit pin cest scam lol personne veut parler public a ia truc la fais juste tout pire quun telephone
4408,ahh clowns si pensez cela rendra heureux cote choses cest vivons reel ca filtrera tous molisques feront malins leurs gadgets deja peu comme aujourdhui ceux phoooone
4409,ia
4410,felicitations a lentriprise yuman
4412,ca marchera faut rever pratique coups ca marchera pas
4413,soudainement jai envie daller vivre fin fond campagne sans telephone autosuffisance
4414,oui oui regarde !
4415,right!?
4416,vois reseaux plus tard cest nimporte quoi tout ca
4417,tes toujours la a regarder notifs helas
4418,cell veux maison photo profil vie private forest in northern canada
4419,arretez mentir
4420,va devenir completement assiste la diseuse bonne aventure
4421,bonjour ondes causent cancer!!! i am out of there!!
4424,jesus christ rentre avent cela puisse produire si non foutu est monde doit devenir fou gens blaguent nous
4425,combien gens prets a mettre dessus avoir lol
4426,cest pathetique laissez technologie remplacer lamour prochain
4427,si ecoute gens comme vous toujours a lage pierre
4428,comme etes naifs voire puerils ! comment creer besoins parfaitement insenses tenir baton battra
4429,ou arnaque
4430,hum marque bete main front approche a grands pas repentons seigneur yehoshoua ha mashiah jesuschrist a porte
4431,petit a petit
4432,prefere bons vieux ecrans franchement cest quoi linteret davoir smartphone sans ecran ? sans compter plus technologie evolue plus soumis effets ondes
4434,cest folie enfants souffriront !
4435,discours typique incultes finiront tres rapidement suivre mouvement nouvelles technologies
4436,pense enfants souffrent deja toute cette exposition ecrans
4437,est linculte tendre maman peripateticienne alors chut
4438,parfaitement raison quils aillent diable chien infidele traite dinculte va regretter
4439,trop nulle
4440,expc
4441,passe a vegas
4442,incroyable reel
4443,tout cas smartphone plus libre
4444,liberer ecrans ? avoir ecrans main ? cest blague ? nouveaux joujoux vont non liberer encore plus rendre dependants enfermer petit a petit bulle virtuelle va devenir realite
4445,enfin quelquun cense
4446,ou vu ecran main ?
4447,exactement oui ca sappelle lavenir faut soutenir progres lhumain domine planete parce cest animal intelligent sait evoluer
4448,exactement cela
4449,personnellement porte presque jamais portable ni puces portefeuille sens vraiment liberer
4450,faut faire attention a marque bete main
4451,deja donner prenom humains a ia gars a invente ca devait detester alexia donc bientot lhologramme
4452,nai smartphone men porte tres bien
4453,critiquez commentaires allez tous acheter
4455,ceux achete genre connerie perdu sens critiques
4457,jsvf la perdu depuis bien longtemps
4458,vx retourner ds annees
4459,cest tres flippant
4460,essai
4461,vie etait tellement plus belle loin toutes agitations numeriques
4462,tinquiete vont peutetre inventer machine a remonter temps
4463,vasy
4464,vivement
4465,bonne chose perso jirai voir degats futur apres jirai compare passe ensuite ferai choix epoque
4466,plutot
4467,donkey kong tout monde
4468,veux aussi
4469,avant !
4470,engdlkg merci noir blanc
4471,tue pays permettre fabriquer smartphones
4472,tonton klauss a dit faut avoir peuuuuur si na rien a cacher na a etre inquiet monde psycho voit plus plus
4473,tout ca grace a gongo svp parle aussi guere gongo ou peuple ukraine plus important peuple gongolais
4475,jean
4477,apocalypse
4478,jespere jaurait temps mourir avant vivre ca
4480,meilleur commentaire ici
4481,meilleur commentaire
4482,smart tout tout !!!
4483,puce cest leye phone futurama decidement matt groening predit veritablement lavenir
4484,cest normal quils predisent tous parlent entre chez plus haut dirigeant tes meme potentiellement controler ia superieur aussi ya juste a voir comportement cyclique repetitif previsible cette perpetuel dualite
4485,jen sais rien si dites episode simpson futurama cest certainement vrai
4486,pendant temps la lafrique toujours arriere colons navez peu envie dopter aider a developper ?
4487,futur? cest robotisation humains mieux controler lenfermement monde ou tout virtuel rendre communication lechange entre gens difficile voire inutile voire impossible diviser regner
4488,haaaaaaaa telephone filme gens rue trouve normal weee cest ans arriere ct huawei lon banii wii marque chinoise occidentaux
4489,pense cest cool inutile
4490,monde fini
4491,a dubai qatar ca existe deja depuis longtemps pauvres francais ferme
4492,lemergence vers no phone compliquee tres compliquee !!
4493,quen estil lappareil electronique a ondes magnetiques proximite cur
4494,plus besoin pacemaker integre
4496,quel nom?
4497,folie technologie va finir seul foret tranqille
4498,cest nimporte quoi
4499,bonjour robot humain bey bey liberte
4502,combien proteines jai mange aujourdhui ? aucune ny a plus rien a manger cest proteines e lon distribues lon appelle soleil vert
4504,cetait vraiment precurseurs ceux ecrit livre foi finalement prince puissance lair a reussi coup distraire humains cest normal le monde entier ainsi eaux den bas les peuples sous domination totale
4505,! alleluia ! vive christ!
4506,longtemps!
4507,programme controle programmes disait mr anderson matrix disait long
4508,derriere programme a programmateur veillant malveillant
4509,merci
4510,
4511,a envie vivre monde pareil ? pfff
4512,moi complique toute choses
4513,allez trop loin rien creer dabord telephone batterie sepuise pas car connaissons genie a deja creer television sans prise electrique dont refuse licence dinvention disant contraire lois physique monde lucratif cupide
4514,cul
4515,refuse cela meme gratose gros importe quoi
4517,gens comme cela devrait enfermer
4518,frole betise
4520,cest seul allez utilise
4521,bienvenue controle total vie celle voisins
4522,horreur absolue jimagine meme transports commun a paris abus quil aura
4523,bon dieu sauve
4524,fait comment prendre photos cadrage souhaite
4525,met main devant lobjectif
4526,jai bien dis cadrage souhaite
4527,smartphones peut stopper guerres ukraine protege palestine
4528,refuse meme gratuit
4529,exactement aussi vie privee alors non
4531,toutes innovations bien bleufantes font quand meme peur
4532,marque bete approche croyants premiers a dire oui
4533,sobhanllah
4534,mdrr nimporte quoi cest juste futur vrai commence enfin la vrai technologie arrive
4535,temp monde elites cessera mechancete crimes lois injuste toute cette thecnologie servira qua empirer encore plus mal destruction preuve deja
4536,imaginons bus cet appareil derangeant tous parler meme temps
4537,connais ecouteurs ?
4538,belle question connais ecouteurs permettentils entre autres disent autour ?
4539,cest comme des mot cra ssie li biere te tout petit tout petit
4540,creez dabord smartphones va casser va decharger
4541,reve
4542,narrete progres surtout celui betise
4543,faire progres faut parfois tromper rigolo
4544,quand voit nombre genies decident guerres peut poser questions
4545,progres resume a innovations techniques surtout a gadgets
4546,ca vas mm changer vrais probleme vie
4548,pense ca va remplacer telephones portables juste devenir option
4549,un a dit contraire ??? karen
4551,deja avoir telephone futur faudra qu il futur cest gagne
4552,hahahaha
4554,ny a smartphone pourraient nourrir milliers dhabitants monde
