,comments,predictions
810,"cant even get climate change control...humans literally direct representation ""cart horse"" see ending well people (and mean, see ai abused actually helping people work less human)",negative
811,extinction people said humanity discovered nuclear weapons. humans creatures prioritizes self-preservation killing others. humanity always prevail end day,positive
812,"human condition daily show reported recently scientists japan invented robot capable recognizing reflection mirror. ""when robot learns hate sees,"" said jon stewart, ""it achieved full humanity. steven pressfield, turning pro",positive
813,"factor inscribed united states currency limits danger ai. ai powerful tool used good evil, like gun stick dynamite. used good evil. extent cooperate god influence extent goes deliver us evil.",negative
814,hormones. hormones drive us realize. imagine world without human chemistry ? end passion. love. bonds.,positive
815,creepy - billy meier contacts said ai demand rights threat humanity sees humanity threat planet want address threat,negative
816,puppet says scary words. words programmed super rich scare you. ? ai make hard hide corruption stealing money.,negative
817,"ai programmed woke racist. garbage in, garbage out.",negative
818,"super brilliant presentation , thank .",positive
819,little kid gaza speaks perfect english lol.,positive
820,"yeah sure. cheap ai robots posessing medical knowledge billions hours clinical experience. ...because, someone really made something like that, consumer engineering would make money difficult get, bottom end economic bracket would struggle pay electricity thing uses. world sucks!!",negative
821,love reading comments ignorant doomers. literally greatest thing humanity ever invented everyone running screaming kill us blame.,positive
822,"ai becomes fully conscious, understand absorbed life kills human facing lot depression due current knowledge, think mental illness super intelligent entity go through!!",positive
823,bro literally said nothing 16 minutes straight!,negative
824,"ai person neural nets create consciousness, that's spooky gets things right, eventually become universe itself.",positive
825,"thank update, digital engine..!! ai amazing scary time.",positive
826,truly hope ai overtime surpass us. humans idiots.,positive
827,"anyone reads this, everyone refuses/boycotts attempts big companies make setting ai jobs able it. stand ground “complain” managers need human job lose business 30% choice stop attempts.",negative
828,can't wait make thing takes y'all jobs you. (survival fitness friends),positive
829,"arquitects, plumbers, electricians. framers carpenters, landscapers, irrigation technicians, chef's, cooks , cleaning maintenance, apparel, assembly, machinists, farm ranch, construction manner management, probably many still needed never disappear!",positive
830,"massage therapist, see ai robots substitute human's touch , energy vibe intuitive spiritual light. think career sustain itself.",positive
831,absolutely fascinating! ai reshaping job landscapes faster say 'automation.' destined become tech-savvy specialists human skills still reign supreme?,positive
832,great list even new ai jobs gone due ai systems training ai models systems. much faster much efficient.,positive
833,artificial intelligence replace every job 2030.,positive
834,"great insights ai-driven career transitions! exciting time professionals upskill adapt new roles ai creating, ones replacing.",positive
835,none. jobs survive a.i. #jobsareforrobots #humansareforloving,negative
836,awesome . love data-driven approach behind everything provided !,positive
837,government absolutely intervene ai makes money gave government money give f*** also promise give highly dangerous experimental ai weaponry,negative
838,even card skills replaced robotics soon!,positive
